; Number of ROIs: 4
; File Dimension: 2000 x 2000
;
; ROI name: water
; ROI rgb value: {0, 255, 255}
; ROI npts: 5099
;
; ROI name: Desert
; ROI rgb value: {255, 255, 0}
; ROI npts: 4903
;
; ROI name: Vegetation
; ROI rgb value: {0, 128, 0}
; ROI npts: 4063
;
; ROI name: Urban
; ROI rgb value: {255, 0, 0}
; ROI npts: 6066
;
; File X, File Y, Map X, Map Y, Lat, Lon, B1
 1522,  1106,  431835.0000,  3383085.0000,  30.57831227,  32.28909453,   0.026608
 1523,  1106,  431865.0000,  3383085.0000,  30.57831398,  32.28940739,   0.031390
 1524,  1106,  431895.0000,  3383085.0000,  30.57831569,  32.28972024,   0.033408
 1525,  1106,  431925.0000,  3383085.0000,  30.57831740,  32.29003310,   0.032751
 1526,  1106,  431955.0000,  3383085.0000,  30.57831910,  32.29034595,   0.037199
 1527,  1106,  431985.0000,  3383085.0000,  30.57832081,  32.29065881,   0.030635
 1528,  1106,  432015.0000,  3383085.0000,  30.57832251,  32.29097166,   0.035987
 1529,  1106,  432045.0000,  3383085.0000,  30.57832422,  32.29128452,   0.034707
 1530,  1106,  432075.0000,  3383085.0000,  30.57832592,  32.29159738,   0.033880
 1513,  1107,  431565.0000,  3383055.0000,  30.57802617,  32.28628082,   0.023153
 1514,  1107,  431595.0000,  3383055.0000,  30.57802789,  32.28659367,   0.020994
 1515,  1107,  431625.0000,  3383055.0000,  30.57802960,  32.28690653,   0.030501
 1516,  1107,  431655.0000,  3383055.0000,  30.57803131,  32.28721938,   0.028322
 1517,  1107,  431685.0000,  3383055.0000,  30.57803303,  32.28753224,   0.034934
 1518,  1107,  431715.0000,  3383055.0000,  30.57803474,  32.28784509,   0.030501
 1519,  1107,  431745.0000,  3383055.0000,  30.57803645,  32.28815794,   0.034330
 1520,  1107,  431775.0000,  3383055.0000,  30.57803816,  32.28847080,   0.026786
 1521,  1107,  431805.0000,  3383055.0000,  30.57803987,  32.28878365,   0.029834
 1522,  1107,  431835.0000,  3383055.0000,  30.57804158,  32.28909651,   0.029768
 1523,  1107,  431865.0000,  3383055.0000,  30.57804329,  32.28940936,   0.032823
 1524,  1107,  431895.0000,  3383055.0000,  30.57804500,  32.28972222,   0.032186
 1525,  1107,  431925.0000,  3383055.0000,  30.57804670,  32.29003507,   0.036384
 1526,  1107,  431955.0000,  3383055.0000,  30.57804841,  32.29034793,   0.030635
 1527,  1107,  431985.0000,  3383055.0000,  30.57805011,  32.29066078,   0.035242
 1528,  1107,  432015.0000,  3383055.0000,  30.57805182,  32.29097363,   0.046790
 1529,  1107,  432045.0000,  3383055.0000,  30.57805352,  32.29128649,   0.038168
 1530,  1107,  432075.0000,  3383055.0000,  30.57805522,  32.29159934,   0.032895
 1531,  1107,  432105.0000,  3383055.0000,  30.57805693,  32.29191220,   0.034406
 1513,  1108,  431565.0000,  3383025.0000,  30.57775548,  32.28628280,   0.019912
 1514,  1108,  431595.0000,  3383025.0000,  30.57775719,  32.28659565,   0.027442
 1515,  1108,  431625.0000,  3383025.0000,  30.57775891,  32.28690851,   0.034029
 1516,  1108,  431655.0000,  3383025.0000,  30.57776062,  32.28722136,   0.029703
 1517,  1108,  431685.0000,  3383025.0000,  30.57776233,  32.28753421,   0.041215
 1518,  1108,  431715.0000,  3383025.0000,  30.57776405,  32.28784707,   0.039387
 1519,  1108,  431745.0000,  3383025.0000,  30.57776576,  32.28815992,   0.023001
 1520,  1108,  431775.0000,  3383025.0000,  30.57776747,  32.28847278,   0.029967
 1521,  1108,  431805.0000,  3383025.0000,  30.57776918,  32.28878563,   0.042222
 1522,  1108,  431835.0000,  3383025.0000,  30.57777089,  32.28909848,   0.036638
 1523,  1108,  431865.0000,  3383025.0000,  30.57777259,  32.28941134,   0.045989
 1524,  1108,  431895.0000,  3383025.0000,  30.57777430,  32.28972419,   0.034557
 1525,  1108,  431925.0000,  3383025.0000,  30.57777601,  32.29003704,   0.041126
 1526,  1108,  431955.0000,  3383025.0000,  30.57777771,  32.29034990,   0.030905
 1527,  1108,  431985.0000,  3383025.0000,  30.57777942,  32.29066275,   0.042071
 1528,  1108,  432015.0000,  3383025.0000,  30.57778112,  32.29097560,   0.035753
 1529,  1108,  432045.0000,  3383025.0000,  30.57778283,  32.29128846,   0.043850
 1530,  1108,  432075.0000,  3383025.0000,  30.57778453,  32.29160131,   0.049251
 1531,  1108,  432105.0000,  3383025.0000,  30.57778623,  32.29191417,   0.039387
 1513,  1109,  431565.0000,  3382995.0000,  30.57748478,  32.28628478,   0.016648
 1514,  1109,  431595.0000,  3382995.0000,  30.57748650,  32.28659764,   0.026374
 1515,  1109,  431625.0000,  3382995.0000,  30.57748821,  32.28691049,   0.033113
 1516,  1109,  431655.0000,  3382995.0000,  30.57748993,  32.28722334,   0.039019
 1517,  1109,  431685.0000,  3382995.0000,  30.57749164,  32.28753619,   0.043573
 1518,  1109,  431715.0000,  3382995.0000,  30.57749335,  32.28784905,   0.033806
 1519,  1109,  431745.0000,  3382995.0000,  30.57749506,  32.28816190,   0.046187
 1520,  1109,  431775.0000,  3382995.0000,  30.57749677,  32.28847475,   0.034707
 1521,  1109,  431805.0000,  3382995.0000,  30.57749848,  32.28878760,   0.028571
 1522,  1109,  431835.0000,  3382995.0000,  30.57750019,  32.28910046,   0.029064
 1523,  1109,  431865.0000,  3382995.0000,  30.57750190,  32.28941331,   0.038877
 1524,  1109,  431895.0000,  3382995.0000,  30.57750361,  32.28972616,   0.038002
 1525,  1109,  431925.0000,  3382995.0000,  30.57750531,  32.29003902,   0.044229
 1526,  1109,  431955.0000,  3382995.0000,  30.57750702,  32.29035187,   0.036638
 1527,  1109,  431985.0000,  3382995.0000,  30.57750873,  32.29066472,   0.044776
 1528,  1109,  432015.0000,  3382995.0000,  30.57751043,  32.29097757,   0.044324
 1529,  1109,  432045.0000,  3382995.0000,  30.57751213,  32.29129043,   0.047619
 1530,  1109,  432075.0000,  3382995.0000,  30.57751384,  32.29160328,   0.043956
 1531,  1109,  432105.0000,  3382995.0000,  30.57751554,  32.29191613,   0.033040
 1513,  1110,  431565.0000,  3382965.0000,  30.57721409,  32.28628677,   0.031320
 1514,  1110,  431595.0000,  3382965.0000,  30.57721581,  32.28659962,   0.027685
 1515,  1110,  431625.0000,  3382965.0000,  30.57721752,  32.28691247,   0.036224
 1516,  1110,  431655.0000,  3382965.0000,  30.57721923,  32.28722532,   0.044150
 1517,  1110,  431685.0000,  3382965.0000,  30.57722095,  32.28753817,   0.040261
 1518,  1110,  431715.0000,  3382965.0000,  30.57722266,  32.28785102,   0.028017
 1519,  1110,  431745.0000,  3382965.0000,  30.57722437,  32.28816388,   0.032468
 1520,  1110,  431775.0000,  3382965.0000,  30.57722608,  32.28847673,   0.034483
 1521,  1110,  431805.0000,  3382965.0000,  30.57722779,  32.28878958,   0.034858
 1522,  1110,  431835.0000,  3382965.0000,  30.57722950,  32.28910243,   0.033040
 1523,  1110,  431865.0000,  3382965.0000,  30.57723121,  32.28941528,   0.028698
 1524,  1110,  431895.0000,  3382965.0000,  30.57723291,  32.28972814,   0.035831
 1525,  1110,  431925.0000,  3382965.0000,  30.57723462,  32.29004099,   0.047109
 1526,  1110,  431955.0000,  3382965.0000,  30.57723633,  32.29035384,   0.047826
 1527,  1110,  431985.0000,  3382965.0000,  30.57723803,  32.29066669,   0.048439
 1528,  1110,  432015.0000,  3382965.0000,  30.57723974,  32.29097954,   0.044133
 1529,  1110,  432045.0000,  3382965.0000,  30.57724144,  32.29129240,   0.042345
 1530,  1110,  432075.0000,  3382965.0000,  30.57724314,  32.29160525,   0.041126
 1531,  1110,  432105.0000,  3382965.0000,  30.57724485,  32.29191810,   0.040615
 1513,  1111,  431565.0000,  3382935.0000,  30.57694340,  32.28628875,   0.034254
 1514,  1111,  431595.0000,  3382935.0000,  30.57694511,  32.28660160,   0.028121
 1515,  1111,  431625.0000,  3382935.0000,  30.57694683,  32.28691445,   0.033408
 1516,  1111,  431655.0000,  3382935.0000,  30.57694854,  32.28722730,   0.031532
 1517,  1111,  431685.0000,  3382935.0000,  30.57695025,  32.28754015,   0.030033
 1518,  1111,  431715.0000,  3382935.0000,  30.57695196,  32.28785300,   0.036464
 1519,  1111,  431745.0000,  3382935.0000,  30.57695368,  32.28816585,   0.029768
 1520,  1111,  431775.0000,  3382935.0000,  30.57695539,  32.28847870,   0.034029
 1521,  1111,  431805.0000,  3382935.0000,  30.57695710,  32.28879156,   0.026201
 1522,  1111,  431835.0000,  3382935.0000,  30.57695881,  32.28910441,   0.039106
 1523,  1111,  431865.0000,  3382935.0000,  30.57696051,  32.28941726,   0.019824
 1524,  1111,  431895.0000,  3382935.0000,  30.57696222,  32.28973011,   0.029189
 1525,  1111,  431925.0000,  3382935.0000,  30.57696393,  32.29004296,   0.047109
 1526,  1111,  431955.0000,  3382935.0000,  30.57696563,  32.29035581,   0.041850
 1527,  1111,  431985.0000,  3382935.0000,  30.57696734,  32.29066866,   0.043384
 1528,  1111,  432015.0000,  3382935.0000,  30.57696904,  32.29098151,   0.035320
 1529,  1111,  432045.0000,  3382935.0000,  30.57697075,  32.29129436,   0.041394
 1530,  1111,  432075.0000,  3382935.0000,  30.57697245,  32.29160722,   0.038335
 1514,  1112,  431595.0000,  3382905.0000,  30.57667442,  32.28660358,   0.035838
 1515,  1112,  431625.0000,  3382905.0000,  30.57667613,  32.28691643,   0.031461
 1516,  1112,  431655.0000,  3382905.0000,  30.57667785,  32.28722928,   0.027523
 1517,  1112,  431685.0000,  3382905.0000,  30.57667956,  32.28754213,   0.027586
 1518,  1112,  431715.0000,  3382905.0000,  30.57668127,  32.28785498,   0.038462
 1519,  1112,  431745.0000,  3382905.0000,  30.57668298,  32.28816783,   0.022676
 1520,  1112,  431775.0000,  3382905.0000,  30.57668469,  32.28848068,   0.035108
 1521,  1112,  431805.0000,  3382905.0000,  30.57668640,  32.28879353,   0.041526
 1522,  1112,  431835.0000,  3382905.0000,  30.57668811,  32.28910638,   0.031461
 1523,  1112,  431865.0000,  3382905.0000,  30.57668982,  32.28941923,   0.019737
 1524,  1112,  431895.0000,  3382905.0000,  30.57669153,  32.28973208,   0.036957
 1525,  1112,  431925.0000,  3382905.0000,  30.57669323,  32.29004493,   0.041304
 1526,  1112,  431955.0000,  3382905.0000,  30.57669494,  32.29035778,   0.039194
 1527,  1112,  431985.0000,  3382905.0000,  30.57669665,  32.29067063,   0.024664
 1528,  1112,  432015.0000,  3382905.0000,  30.57669835,  32.29098348,   0.032475
 1529,  1112,  432045.0000,  3382905.0000,  30.57670005,  32.29129633,   0.035714
 1530,  1112,  432075.0000,  3382905.0000,  30.57670176,  32.29160918,   0.032621
 1515,  1113,  431625.0000,  3382875.0000,  30.57640544,  32.28691841,   0.032694
 1516,  1113,  431655.0000,  3382875.0000,  30.57640715,  32.28723126,   0.035673
 1517,  1113,  431685.0000,  3382875.0000,  30.57640887,  32.28754411,   0.027273
 1518,  1113,  431715.0000,  3382875.0000,  30.57641058,  32.28785696,   0.027996
 1519,  1113,  431745.0000,  3382875.0000,  30.57641229,  32.28816981,   0.025756
 1520,  1113,  431775.0000,  3382875.0000,  30.57641400,  32.28848266,   0.025872
 1521,  1113,  431805.0000,  3382875.0000,  30.57641571,  32.28879551,   0.029148
 1522,  1113,  431835.0000,  3382875.0000,  30.57641742,  32.28910836,   0.036707
 1523,  1113,  431865.0000,  3382875.0000,  30.57641913,  32.28942120,   0.033880
 1524,  1113,  431895.0000,  3382875.0000,  30.57642083,  32.28973405,   0.034029
 1525,  1113,  431925.0000,  3382875.0000,  30.57642254,  32.29004690,   0.039911
 1526,  1113,  431955.0000,  3382875.0000,  30.57642425,  32.29035975,   0.041620
 1527,  1113,  431985.0000,  3382875.0000,  30.57642595,  32.29067260,   0.030371
 1528,  1113,  432015.0000,  3382875.0000,  30.57642766,  32.29098545,   0.031390
 1516,  1114,  431655.0000,  3382845.0000,  30.57613646,  32.28723324,   0.027335
 1517,  1114,  431685.0000,  3382845.0000,  30.57613817,  32.28754609,   0.031746
 1518,  1114,  431715.0000,  3382845.0000,  30.57613988,  32.28785894,   0.020316
 1519,  1114,  431745.0000,  3382845.0000,  30.57614160,  32.28817179,   0.021566
 1520,  1114,  431775.0000,  3382845.0000,  30.57614331,  32.28848463,   0.023945
 1521,  1114,  431805.0000,  3382845.0000,  30.57614502,  32.28879748,   0.021615
 1522,  1114,  431835.0000,  3382845.0000,  30.57614672,  32.28911033,   0.037120
 1523,  1114,  431865.0000,  3382845.0000,  30.57614843,  32.28942318,   0.047831
 1524,  1114,  431895.0000,  3382845.0000,  30.57615014,  32.28973603,   0.036626
 1525,  1114,  431925.0000,  3382845.0000,  30.57615185,  32.29004888,   0.042411
 1526,  1114,  431955.0000,  3382845.0000,  30.57615355,  32.29036172,   0.040000
 1527,  1114,  431985.0000,  3382845.0000,  30.57615526,  32.29067457,   0.038932
 1520,  1115,  431775.0000,  3382815.0000,  30.57587261,  32.28848661,   0.034091
 1521,  1115,  431805.0000,  3382815.0000,  30.57587432,  32.28879946,   0.035510
 1522,  1115,  431835.0000,  3382815.0000,  30.57587603,  32.28911230,   0.040632
 1523,  1115,  431865.0000,  3382815.0000,  30.57587774,  32.28942515,   0.045249
 1524,  1115,  431895.0000,  3382815.0000,  30.57587945,  32.28973800,   0.035794
 1770,  1835,  439275.0000,  3361215.0000,  30.38137122,  32.36795968,   0.078947
 1771,  1835,  439305.0000,  3361215.0000,  30.38137273,  32.36827191,   0.101190
 1772,  1835,  439335.0000,  3361215.0000,  30.38137424,  32.36858414,   0.089231
 1773,  1835,  439365.0000,  3361215.0000,  30.38137575,  32.36889637,   0.086567
 1774,  1835,  439395.0000,  3361215.0000,  30.38137725,  32.36920861,   0.080119
 1775,  1835,  439425.0000,  3361215.0000,  30.38137876,  32.36952084,   0.088083
 1776,  1835,  439455.0000,  3361215.0000,  30.38138027,  32.36983307,   0.050398
 1777,  1835,  439485.0000,  3361215.0000,  30.38138177,  32.37014530,   0.080940
 1778,  1835,  439515.0000,  3361215.0000,  30.38138328,  32.37045753,   0.056604
 1764,  1836,  439095.0000,  3361185.0000,  30.38109144,  32.36608804,   0.083077
 1765,  1836,  439125.0000,  3361185.0000,  30.38109295,  32.36640027,   0.092593
 1766,  1836,  439155.0000,  3361185.0000,  30.38109447,  32.36671250,   0.110429
 1767,  1836,  439185.0000,  3361185.0000,  30.38109598,  32.36702473,   0.074534
 1768,  1836,  439215.0000,  3361185.0000,  30.38109749,  32.36733696,   0.065089
 1769,  1836,  439245.0000,  3361185.0000,  30.38109900,  32.36764919,   0.079179
 1770,  1836,  439275.0000,  3361185.0000,  30.38110051,  32.36796142,   0.092025
 1771,  1836,  439305.0000,  3361185.0000,  30.38110202,  32.36827365,   0.103448
 1772,  1836,  439335.0000,  3361185.0000,  30.38110353,  32.36858588,   0.078864
 1773,  1836,  439365.0000,  3361185.0000,  30.38110504,  32.36889811,   0.076453
 1774,  1836,  439395.0000,  3361185.0000,  30.38110655,  32.36921034,   0.081395
 1775,  1836,  439425.0000,  3361185.0000,  30.38110805,  32.36952257,   0.064865
 1776,  1836,  439455.0000,  3361185.0000,  30.38110956,  32.36983481,   0.071429
 1777,  1836,  439485.0000,  3361185.0000,  30.38111107,  32.37014704,   0.072776
 1778,  1836,  439515.0000,  3361185.0000,  30.38111257,  32.37045927,   0.071240
 1779,  1836,  439545.0000,  3361185.0000,  30.38111408,  32.37077150,   0.112272
 1780,  1836,  439575.0000,  3361185.0000,  30.38111558,  32.37108373,   0.086162
 1781,  1836,  439605.0000,  3361185.0000,  30.38111708,  32.37139596,   0.070866
 1782,  1836,  439635.0000,  3361185.0000,  30.38111858,  32.37170819,   0.078125
 1783,  1836,  439665.0000,  3361185.0000,  30.38112008,  32.37202042,   0.078534
 1784,  1836,  439695.0000,  3361185.0000,  30.38112158,  32.37233265,   0.083770
 1760,  1837,  438975.0000,  3361155.0000,  30.38081467,  32.36484087,   0.062500
 1761,  1837,  439005.0000,  3361155.0000,  30.38081618,  32.36515310,   0.072555
 1762,  1837,  439035.0000,  3361155.0000,  30.38081770,  32.36546533,   0.041801
 1763,  1837,  439065.0000,  3361155.0000,  30.38081922,  32.36577756,   0.059937
 1764,  1837,  439095.0000,  3361155.0000,  30.38082073,  32.36608979,   0.089172
 1765,  1837,  439125.0000,  3361155.0000,  30.38082225,  32.36640202,   0.075000
 1766,  1837,  439155.0000,  3361155.0000,  30.38082376,  32.36671425,   0.087500
 1767,  1837,  439185.0000,  3361155.0000,  30.38082527,  32.36702648,   0.073171
 1768,  1837,  439215.0000,  3361155.0000,  30.38082678,  32.36733871,   0.086567
 1769,  1837,  439245.0000,  3361155.0000,  30.38082830,  32.36765094,   0.071856
 1770,  1837,  439275.0000,  3361155.0000,  30.38082981,  32.36796316,   0.080119
 1771,  1837,  439305.0000,  3361155.0000,  30.38083132,  32.36827539,   0.085890
 1772,  1837,  439335.0000,  3361155.0000,  30.38083283,  32.36858762,   0.072368
 1773,  1837,  439365.0000,  3361155.0000,  30.38083433,  32.36889985,   0.059524
 1774,  1837,  439395.0000,  3361155.0000,  30.38083584,  32.36921208,   0.090909
 1775,  1837,  439425.0000,  3361155.0000,  30.38083735,  32.36952431,   0.063712
 1776,  1837,  439455.0000,  3361155.0000,  30.38083885,  32.36983654,   0.086486
 1777,  1837,  439485.0000,  3361155.0000,  30.38084036,  32.37014877,   0.081794
 1778,  1837,  439515.0000,  3361155.0000,  30.38084186,  32.37046100,   0.080645
 1779,  1837,  439545.0000,  3361155.0000,  30.38084337,  32.37077323,   0.095745
 1780,  1837,  439575.0000,  3361155.0000,  30.38084487,  32.37108546,   0.104000
 1781,  1837,  439605.0000,  3361155.0000,  30.38084637,  32.37139769,   0.070496
 1782,  1837,  439635.0000,  3361155.0000,  30.38084788,  32.37170992,   0.087629
 1783,  1837,  439665.0000,  3361155.0000,  30.38084938,  32.37202215,   0.090909
 1784,  1837,  439695.0000,  3361155.0000,  30.38085088,  32.37233438,   0.082902
 1785,  1837,  439725.0000,  3361155.0000,  30.38085238,  32.37264661,   0.086957
 1786,  1837,  439755.0000,  3361155.0000,  30.38085388,  32.37295884,   0.100000
 1787,  1837,  439785.0000,  3361155.0000,  30.38085537,  32.37327107,   0.085271
 1788,  1837,  439815.0000,  3361155.0000,  30.38085687,  32.37358330,   0.061224
 1759,  1838,  438945.0000,  3361125.0000,  30.38054244,  32.36453039,   0.080906
 1760,  1838,  438975.0000,  3361125.0000,  30.38054396,  32.36484262,   0.068323
 1761,  1838,  439005.0000,  3361125.0000,  30.38054548,  32.36515485,   0.056250
 1762,  1838,  439035.0000,  3361125.0000,  30.38054699,  32.36546708,   0.058104
 1763,  1838,  439065.0000,  3361125.0000,  30.38054851,  32.36577931,   0.090323
 1764,  1838,  439095.0000,  3361125.0000,  30.38055002,  32.36609154,   0.095710
 1765,  1838,  439125.0000,  3361125.0000,  30.38055154,  32.36640376,   0.024540
 1766,  1838,  439155.0000,  3361125.0000,  30.38055305,  32.36671599,   0.065831
 1767,  1838,  439185.0000,  3361125.0000,  30.38055457,  32.36702822,   0.059190
 1768,  1838,  439215.0000,  3361125.0000,  30.38055608,  32.36734045,   0.081081
 1769,  1838,  439245.0000,  3361125.0000,  30.38055759,  32.36765268,   0.080745
 1770,  1838,  439275.0000,  3361125.0000,  30.38055910,  32.36796491,   0.078717
 1771,  1838,  439305.0000,  3361125.0000,  30.38056061,  32.36827714,   0.085890
 1772,  1838,  439335.0000,  3361125.0000,  30.38056212,  32.36858936,   0.066225
 1773,  1838,  439365.0000,  3361125.0000,  30.38056363,  32.36890159,   0.092105
 1774,  1838,  439395.0000,  3361125.0000,  30.38056514,  32.36921382,   0.094675
 1775,  1838,  439425.0000,  3361125.0000,  30.38056664,  32.36952605,   0.084011
 1776,  1838,  439455.0000,  3361125.0000,  30.38056815,  32.36983828,   0.095745
 1777,  1838,  439485.0000,  3361125.0000,  30.38056965,  32.37015051,   0.085399
 1778,  1838,  439515.0000,  3361125.0000,  30.38057116,  32.37046274,   0.093923
 1779,  1838,  439545.0000,  3361125.0000,  30.38057266,  32.37077497,   0.081794
 1780,  1838,  439575.0000,  3361125.0000,  30.38057417,  32.37108719,   0.069149
 1781,  1838,  439605.0000,  3361125.0000,  30.38057567,  32.37139942,   0.070270
 1782,  1838,  439635.0000,  3361125.0000,  30.38057717,  32.37171165,   0.073684
 1783,  1838,  439665.0000,  3361125.0000,  30.38057867,  32.37202388,   0.098958
 1784,  1838,  439695.0000,  3361125.0000,  30.38058017,  32.37233611,   0.093750
 1785,  1838,  439725.0000,  3361125.0000,  30.38058167,  32.37264834,   0.081081
 1786,  1838,  439755.0000,  3361125.0000,  30.38058317,  32.37296057,   0.101010
 1787,  1838,  439785.0000,  3361125.0000,  30.38058467,  32.37327280,   0.082902
 1788,  1838,  439815.0000,  3361125.0000,  30.38058616,  32.37358503,   0.108808
 1789,  1838,  439845.0000,  3361125.0000,  30.38058766,  32.37389725,   0.081218
 1790,  1838,  439875.0000,  3361125.0000,  30.38058916,  32.37420948,   0.072165
 1791,  1838,  439905.0000,  3361125.0000,  30.38059065,  32.37452171,   0.070130
 1757,  1839,  438885.0000,  3361095.0000,  30.38026870,  32.36390769,   0.084416
 1758,  1839,  438915.0000,  3361095.0000,  30.38027022,  32.36421992,   0.097792
 1759,  1839,  438945.0000,  3361095.0000,  30.38027174,  32.36453214,   0.080906
 1760,  1839,  438975.0000,  3361095.0000,  30.38027325,  32.36484437,   0.108359
 1761,  1839,  439005.0000,  3361095.0000,  30.38027477,  32.36515660,   0.080386
 1762,  1839,  439035.0000,  3361095.0000,  30.38027629,  32.36546883,   0.092063
 1763,  1839,  439065.0000,  3361095.0000,  30.38027780,  32.36578105,   0.064220
 1764,  1839,  439095.0000,  3361095.0000,  30.38027932,  32.36609328,   0.072555
 1765,  1839,  439125.0000,  3361095.0000,  30.38028083,  32.36640551,   0.040498
 1766,  1839,  439155.0000,  3361095.0000,  30.38028235,  32.36671774,   0.081571
 1767,  1839,  439185.0000,  3361095.0000,  30.38028386,  32.36702997,   0.066667
 1768,  1839,  439215.0000,  3361095.0000,  30.38028537,  32.36734219,   0.096386
 1769,  1839,  439245.0000,  3361095.0000,  30.38028688,  32.36765442,   0.089783
 1770,  1839,  439275.0000,  3361095.0000,  30.38028839,  32.36796665,   0.066667
 1771,  1839,  439305.0000,  3361095.0000,  30.38028990,  32.36827888,   0.064103
 1772,  1839,  439335.0000,  3361095.0000,  30.38029141,  32.36859110,   0.079470
 1773,  1839,  439365.0000,  3361095.0000,  30.38029292,  32.36890333,   0.073826
 1774,  1839,  439395.0000,  3361095.0000,  30.38029443,  32.36921556,   0.077399
 1775,  1839,  439425.0000,  3361095.0000,  30.38029594,  32.36952779,   0.050847
 1776,  1839,  439455.0000,  3361095.0000,  30.38029744,  32.36984002,   0.039604
 1777,  1839,  439485.0000,  3361095.0000,  30.38029895,  32.37015224,   0.067708
 1778,  1839,  439515.0000,  3361095.0000,  30.38030045,  32.37046447,   0.072222
 1779,  1839,  439545.0000,  3361095.0000,  30.38030196,  32.37077670,   0.099476
 1780,  1839,  439575.0000,  3361095.0000,  30.38030346,  32.37108893,   0.092896
